Customer_ID,Order_ID,Order_Date,State,Category,Sub_Category,Segment,Quantity,Sales,Discount,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Quarter,COVID_Period,Revenue_per_Order,Discount_Band,Margin_Category,Order_Count,Customer_Segment
CUST-00708,ORD-0002256,2020-01-03,Ogun,Technology,Phones,Consumer,3,29106.05,0.16,16653.37,12452.68,0.43,2020,1,January,2020Q1,0,9702.02,High,High,5,Regular
CUST-00416,ORD-0001358,2020-01-03,Ogun,Furniture,Shelves,Home Office,2,61066.96,0.12,37086.16,23980.8,0.39,2020,1,January,2020Q1,0,30533.48,Moderate,High,1,One-Time
CUST-07145,ORD-0022893,2020-01-03,Lagos,Office Supplies,Paper,Home Office,1,13849.79,0.14,9304.12,4545.67,0.33,2020,1,January,2020Q1,0,13849.79,Moderate,High,18,Loyal
CUST-06180,ORD-0019738,2020-01-03,Enugu,Furniture,Chairs,Corporate,4,23827.43,0.02,14864.35,8963.08,0.38,2020,1,January,2020Q1,0,5956.86,No/Low,High,1,One-Time
CUST-00532,ORD-0001799,2020-01-03,Kaduna,Technology,Laptops,Corporate,4,169021.31,0.14,106325.56,62695.76,0.37,2020,1,January,2020Q1,0,42255.33,Moderate,High,8,Loyal
CUST-01471,ORD-0004787,2020-01-03,Anambra,Office Supplies,Binders,Home Office,2,82191.2,0.13,57909.25,24281.95,0.3,2020,1,January,2020Q1,0,41095.6,Moderate,High,2,Occasional
CUST-04559,ORD-0014437,2020-01-03,Rivers,Technology,Laptops,Corporate,1,17728.61,0.08,11211.47,6517.14,0.37,2020,1,January,2020Q1,0,17728.61,Moderate,High,9,Loyal
CUST-05793,ORD-0018529,2020-01-03,Oyo,Furniture,Shelves,Consumer,4,211803.33,0.01,124670.03,87133.29,0.41,2020,1,January,2020Q1,0,52950.83,No/Low,High,7,Loyal
CUST-03742,ORD-0011938,2020-01-03,Lagos,Furniture,Shelves,Corporate,4,48999.7,0.08,34935.16,14064.54,0.29,2020,1,January,2020Q1,0,12249.92,Moderate,High,4,Regular
CUST-02473,ORD-0007934,2020-01-03,Kano,Furniture,Shelves,Home Office,1,52170.84,0.06,32485.81,19685.04,0.38,2020,1,January,2020Q1,0,52170.84,Moderate,High,19,Loyal
CUST-03883,ORD-0012358,2020-01-04,Enugu,Technology,Laptops,Consumer,3,156502.36,0.06,116487.06,40015.31,0.26,2020,1,January,2020Q1,0,52167.45,Moderate,High,18,Loyal
CUST-03732,ORD-0011900,2020-01-04,Enugu,Office Supplies,Paper,Home Office,5,99510.31,0.03,61107.02,38403.3,0.39,2020,1,January,2020Q1,0,19902.06,No/Low,High,7,Loyal
CUST-07650,ORD-0024425,2020-01-04,Kaduna,Technology,Accessories,Corporate,1,14839.43,0.1,8426.6,6412.83,0.43,2020,1,January,2020Q1,0,14839.43,Moderate,High,3,Occasional
CUST-06729,ORD-0021468,2020-01-04,Oyo,Office Supplies,Pens,Home Office,4,14601.9,0.01,8224.47,6377.42,0.44,2020,1,January,2020Q1,0,3650.48,No/Low,High,7,Loyal
CUST-02026,ORD-0006502,2020-01-04,Rivers,Technology,Accessories,Corporate,2,102406.27,0.02,57714.94,44691.33,0.44,2020,1,January,2020Q1,0,51203.14,No/Low,High,1,One-Time
CUST-04200,ORD-0013350,2020-01-04,Lagos,Furniture,Shelves,Corporate,3,4929.03,0.18,3205.72,1723.31,0.35,2020,1,January,2020Q1,0,1643.01,High,High,3,Occasional
CUST-01184,ORD-0003852,2020-01-04,Enugu,Furniture,Chairs,Corporate,5,234825.88,0.2,165082.77,69743.1,0.3,2020,1,January,2020Q1,0,46965.18,High,High,15,Loyal
CUST-00906,ORD-0002881,2020-01-04,Delta,Technology,Accessories,Home Office,3,87916.89,0.14,51995.84,35921.05,0.41,2020,1,January,2020Q1,0,29305.63,Moderate,High,5,Regular
CUST-06873,ORD-0022020,2020-01-04,Abuja,Office Supplies,Pens,Consumer,4,207538.76,0.03,129209.63,78329.13,0.38,2020,1,January,2020Q1,0,51884.69,No/Low,High,3,Occasional
CUST-05374,ORD-0017145,2020-01-04,Delta,Furniture,Tables,Consumer,5,70182.15,0.04,40635.43,29546.72,0.42,2020,1,January,2020Q1,0,14036.43,No/Low,High,6,Regular
CUST-01128,ORD-0003672,2020-01-04,Enugu,Furniture,Chairs,Consumer,4,220361.58,0.05,154003.94,66357.63,0.3,2020,1,January,2020Q1,0,55090.4,No/Low,High,1,One-Time
CUST-05730,ORD-0018261,2020-01-04,Enugu,Furniture,Tables,Consumer,3,73264.07,0.14,43419.38,29844.69,0.41,2020,1,January,2020Q1,0,24421.36,Moderate,High,17,Loyal
CUST-00465,ORD-0001505,2020-01-04,Kaduna,Technology,Accessories,Corporate,2,30269.74,0.0,17103.77,13165.97,0.43,2020,1,January,2020Q1,0,15134.87,No/Low,High,7,Loyal
CUST-01782,ORD-0005745,2020-01-04,Ogun,Furniture,Tables,Corporate,3,38978.5,0.13,22641.73,16336.78,0.42,2020,1,January,2020Q1,0,12992.83,Moderate,High,17,Loyal
CUST-07061,ORD-0022612,2020-01-04,Delta,Technology,Accessories,Home Office,4,105982.91,0.01,75124.61,30858.3,0.29,2020,1,January,2020Q1,0,26495.73,No/Low,High,10,Loyal
CUST-05252,ORD-0016710,2020-01-04,Ogun,Technology,Laptops,Corporate,5,266868.7,0.01,160312.61,106556.09,0.4,2020,1,January,2020Q1,0,53373.74,No/Low,High,15,Loyal
CUST-02028,ORD-0006520,2020-01-05,Kano,Furniture,Tables,Home Office,1,25097.22,0.02,15053.88,10043.35,0.4,2020,1,January,2020Q1,0,25097.22,No/Low,High,17,Loyal
CUST-00535,ORD-0001818,2020-01-05,Anambra,Technology,Laptops,Home Office,3,135662.74,0.09,89044.93,46617.81,0.34,2020,1,January,2020Q1,0,45220.91,Moderate,High,4,Regular
CUST-03824,ORD-0012200,2020-01-05,Kano,Furniture,Chairs,Home Office,4,196464.59,0.15,123498.33,72966.26,0.37,2020,1,January,2020Q1,0,49116.15,Moderate,High,1,One-Time
CUST-07251,ORD-0023249,2020-01-05,Oyo,Office Supplies,Pens,Consumer,5,163802.62,0.06,100588.55,63214.06,0.39,2020,1,January,2020Q1,0,32760.52,Moderate,High,5,Regular
CUST-06541,ORD-0020961,2020-01-05,Delta,Furniture,Tables,Home Office,2,66718.47,0.12,36893.77,29824.7,0.45,2020,1,January,2020Q1,0,33359.24,Moderate,High,1,One-Time
CUST-01793,ORD-0005771,2020-01-05,Delta,Furniture,Shelves,Consumer,4,20702.44,0.06,13903.27,6799.17,0.33,2020,1,January,2020Q1,0,5175.61,Moderate,High,3,Occasional
CUST-04328,ORD-0013775,2020-01-05,Oyo,Furniture,Shelves,Home Office,5,54049.67,0.17,36555.5,17494.17,0.32,2020,1,January,2020Q1,0,10809.93,High,High,14,Loyal
CUST-06818,ORD-0021771,2020-01-05,Ogun,Technology,Phones,Home Office,2,80081.35,0.17,57514.51,22566.84,0.28,2020,1,January,2020Q1,0,40040.68,High,High,12,Loyal
CUST-07399,ORD-0023726,2020-01-05,Ogun,Office Supplies,Binders,Consumer,5,159290.2,0.03,88028.19,71262.01,0.45,2020,1,January,2020Q1,0,31858.04,No/Low,High,3,Occasional
CUST-01617,ORD-0005180,2020-01-05,Abuja,Technology,Phones,Consumer,4,95649.26,0.04,62641.6,33007.66,0.35,2020,1,January,2020Q1,0,23912.32,No/Low,High,7,Loyal
CUST-01181,ORD-0003836,2020-01-05,Enugu,Office Supplies,Pens,Corporate,3,75190.43,0.1,53426.02,21764.4,0.29,2020,1,January,2020Q1,0,25063.48,Moderate,High,16,Loyal
CUST-07260,ORD-0023287,2020-01-05,Abuja,Furniture,Chairs,Home Office,4,149272.56,0.18,105620.16,43652.4,0.29,2020,1,January,2020Q1,0,37318.14,High,High,1,One-Time
CUST-05281,ORD-0016805,2020-01-05,Rivers,Technology,Phones,Home Office,4,123491.57,0.16,83969.28,39522.29,0.32,2020,1,January,2020Q1,0,30872.89,High,High,12,Loyal
CUST-02822,ORD-0009108,2020-01-05,Enugu,Office Supplies,Paper,Consumer,2,94274.15,0.09,63617.5,30656.65,0.33,2020,1,January,2020Q1,0,47137.08,Moderate,High,1,One-Time
CUST-04003,ORD-0012758,2020-01-06,Ogun,Office Supplies,Binders,Home Office,4,36136.04,0.15,20239.19,15896.84,0.44,2020,1,January,2020Q1,0,9034.01,Moderate,High,5,Regular
CUST-07130,ORD-0022819,2020-01-06,Anambra,Furniture,Chairs,Corporate,1,31793.0,0.01,19465.54,12327.46,0.39,2020,1,January,2020Q1,0,31793.0,No/Low,High,20,Loyal
CUST-01053,ORD-0003382,2020-01-06,Kaduna,Technology,Accessories,Corporate,3,27680.95,0.15,15268.73,12412.22,0.45,2020,1,January,2020Q1,0,9226.98,Moderate,High,16,Loyal
CUST-06983,ORD-0022351,2020-01-06,Delta,Furniture,Chairs,Home Office,5,90841.1,0.15,50722.55,40118.54,0.44,2020,1,January,2020Q1,0,18168.22,Moderate,High,12,Loyal
CUST-06835,ORD-0021861,2020-01-06,Ogun,Technology,Phones,Consumer,2,53367.83,0.19,31560.12,21807.71,0.41,2020,1,January,2020Q1,0,26683.92,High,High,15,Loyal
CUST-04034,ORD-0012828,2020-01-06,Rivers,Office Supplies,Pens,Consumer,2,40019.0,0.1,24154.17,15864.83,0.4,2020,1,January,2020Q1,0,20009.5,Moderate,High,9,Loyal
CUST-04916,ORD-0015623,2020-01-06,Kaduna,Furniture,Tables,Corporate,4,47194.14,0.02,33400.95,13793.19,0.29,2020,1,January,2020Q1,0,11798.54,No/Low,High,19,Loyal
CUST-00646,ORD-0002096,2020-01-06,Kaduna,Technology,Phones,Consumer,1,4518.46,0.16,2738.02,1780.45,0.39,2020,1,January,2020Q1,0,4518.46,High,High,5,Regular
CUST-03914,ORD-0012474,2020-01-06,Delta,Furniture,Tables,Home Office,2,102209.08,0.09,74652.99,27556.1,0.27,2020,1,January,2020Q1,0,51104.54,Moderate,High,19,Loyal
CUST-00299,ORD-0000955,2020-01-06,Kano,Technology,Laptops,Corporate,3,118399.68,0.1,72497.24,45902.45,0.39,2020,1,January,2020Q1,0,39466.56,Moderate,High,3,Occasional
CUST-05303,ORD-0016867,2020-01-06,Oyo,Office Supplies,Pens,Consumer,1,4446.44,0.01,3003.39,1443.05,0.32,2020,1,January,2020Q1,0,4446.44,No/Low,High,5,Regular
CUST-00442,ORD-0001416,2020-01-06,Anambra,Technology,Phones,Home Office,4,57754.53,0.03,36188.86,21565.67,0.37,2020,1,January,2020Q1,0,14438.63,No/Low,High,7,Loyal
CUST-01416,ORD-0004536,2020-01-07,Oyo,Furniture,Shelves,Corporate,3,46503.25,0.07,33958.54,12544.71,0.27,2020,1,January,2020Q1,0,15501.08,Moderate,High,15,Loyal
CUST-06604,ORD-0021138,2020-01-07,Rivers,Furniture,Tables,Corporate,2,12617.22,0.13,6948.51,5668.71,0.45,2020,1,January,2020Q1,0,6308.61,Moderate,High,6,Regular
CUST-02454,ORD-0007860,2020-01-07,Lagos,Technology,Accessories,Home Office,3,142399.11,0.2,104495.09,37904.02,0.27,2020,1,January,2020Q1,0,47466.37,High,High,1,One-Time
CUST-07284,ORD-0023342,2020-01-07,Ogun,Technology,Accessories,Corporate,5,11203.48,0.08,6982.2,4221.29,0.38,2020,1,January,2020Q1,0,2240.7,Moderate,High,3,Occasional
CUST-02746,ORD-0008806,2020-01-07,Anambra,Office Supplies,Binders,Consumer,5,49479.71,0.08,30841.43,18638.28,0.38,2020,1,January,2020Q1,0,9895.94,Moderate,High,5,Regular
CUST-04126,ORD-0013142,2020-01-07,Lagos,Furniture,Chairs,Home Office,1,17952.0,0.12,11289.72,6662.28,0.37,2020,1,January,2020Q1,0,17952.0,Moderate,High,3,Occasional
CUST-02248,ORD-0007250,2020-01-07,Delta,Technology,Laptops,Home Office,4,22518.83,0.11,13511.67,9007.16,0.4,2020,1,January,2020Q1,0,5629.71,Moderate,High,4,Regular
CUST-06577,ORD-0021057,2020-01-07,Kano,Technology,Phones,Corporate,4,21289.25,0.09,14002.02,7287.23,0.34,2020,1,January,2020Q1,0,5322.31,Moderate,High,10,Loyal
CUST-00403,ORD-0001286,2020-01-07,Delta,Furniture,Shelves,Home Office,2,18828.41,0.06,11658.94,7169.46,0.38,2020,1,January,2020Q1,0,9414.2,Moderate,High,3,Occasional
CUST-03969,ORD-0012649,2020-01-07,Kano,Furniture,Shelves,Corporate,1,28188.16,0.2,19882.03,8306.13,0.29,2020,1,January,2020Q1,0,28188.16,High,High,3,Occasional
CUST-03584,ORD-0011436,2020-01-07,Ogun,Technology,Accessories,Corporate,3,32034.7,0.11,17880.37,14154.33,0.44,2020,1,January,2020Q1,0,10678.23,Moderate,High,4,Regular
CUST-00954,ORD-0003048,2020-01-07,Kaduna,Technology,Laptops,Consumer,2,81490.4,0.11,53343.96,28146.44,0.35,2020,1,January,2020Q1,0,40745.2,Moderate,High,20,Loyal
CUST-02964,ORD-0009574,2020-01-07,Ogun,Technology,Laptops,Home Office,4,23257.14,0.13,16456.27,6800.87,0.29,2020,1,January,2020Q1,0,5814.28,Moderate,High,19,Loyal
CUST-07566,ORD-0024170,2020-01-08,Lagos,Furniture,Shelves,Consumer,5,31513.5,0.08,23189.1,8324.39,0.26,2020,1,January,2020Q1,0,6302.7,Moderate,High,5,Regular
CUST-03153,ORD-0010160,2020-01-08,Abuja,Furniture,Tables,Corporate,5,59234.12,0.0,38946.54,20287.58,0.34,2020,1,January,2020Q1,0,11846.82,No/Low,High,3,Occasional
CUST-03804,ORD-0012133,2020-01-08,Delta,Office Supplies,Paper,Home Office,5,28409.71,0.18,16822.95,11586.77,0.41,2020,1,January,2020Q1,0,5681.94,High,High,20,Loyal
CUST-07151,ORD-0022916,2020-01-08,Kaduna,Furniture,Shelves,Corporate,2,56318.24,0.01,39502.62,16815.63,0.3,2020,1,January,2020Q1,0,28159.12,No/Low,High,4,Regular
CUST-01410,ORD-0004526,2020-01-08,Abuja,Furniture,Tables,Consumer,5,185158.45,0.03,131633.87,53524.57,0.29,2020,1,January,2020Q1,0,37031.69,No/Low,High,6,Regular
CUST-00474,ORD-0001544,2020-01-08,Abuja,Office Supplies,Paper,Consumer,1,8473.19,0.14,5555.49,2917.7,0.34,2020,1,January,2020Q1,0,8473.19,Moderate,High,6,Regular
CUST-02985,ORD-0009646,2020-01-08,Kaduna,Technology,Laptops,Consumer,2,102901.31,0.1,74405.7,28495.6,0.28,2020,1,January,2020Q1,0,51450.66,Moderate,High,3,Occasional
CUST-00407,ORD-0001301,2020-01-08,Enugu,Furniture,Chairs,Home Office,5,159364.14,0.19,102007.78,57356.36,0.36,2020,1,January,2020Q1,0,31872.83,High,High,1,One-Time
CUST-07599,ORD-0024285,2020-01-08,Abuja,Furniture,Tables,Consumer,4,199159.11,0.15,123019.23,76139.89,0.38,2020,1,January,2020Q1,0,49789.78,Moderate,High,10,Loyal
CUST-07351,ORD-0023582,2020-01-08,Kaduna,Furniture,Shelves,Home Office,1,30171.35,0.15,18462.67,11708.68,0.39,2020,1,January,2020Q1,0,30171.35,Moderate,High,1,One-Time
CUST-04930,ORD-0015670,2020-01-09,Ogun,Technology,Accessories,Home Office,3,12177.49,0.06,7989.52,4187.96,0.34,2020,1,January,2020Q1,0,4059.16,Moderate,High,15,Loyal
CUST-00559,ORD-0001890,2020-01-09,Rivers,Technology,Accessories,Corporate,4,164582.4,0.1,93535.93,71046.46,0.43,2020,1,January,2020Q1,0,41145.6,Moderate,High,4,Regular
CUST-03777,ORD-0012051,2020-01-09,Kano,Furniture,Shelves,Consumer,2,48875.87,0.09,33740.28,15135.59,0.31,2020,1,January,2020Q1,0,24437.94,Moderate,High,6,Regular
CUST-01687,ORD-0005459,2020-01-09,Kano,Technology,Phones,Home Office,2,117247.4,0.01,87553.72,29693.67,0.25,2020,1,January,2020Q1,0,58623.7,No/Low,Medium,18,Loyal
CUST-05558,ORD-0017689,2020-01-09,Anambra,Furniture,Tables,Home Office,2,27848.05,0.13,20415.99,7432.06,0.27,2020,1,January,2020Q1,0,13924.02,Moderate,High,2,Occasional
CUST-00639,ORD-0002086,2020-01-09,Rivers,Furniture,Tables,Home Office,5,197739.84,0.16,142157.69,55582.15,0.28,2020,1,January,2020Q1,0,39547.97,High,High,1,One-Time
CUST-00758,ORD-0002427,2020-01-09,Ogun,Technology,Accessories,Home Office,3,143584.05,0.02,97604.44,45979.6,0.32,2020,1,January,2020Q1,0,47861.35,No/Low,High,2,Occasional
CUST-05642,ORD-0017971,2020-01-09,Ogun,Office Supplies,Binders,Corporate,4,11523.62,0.14,7515.62,4008.0,0.35,2020,1,January,2020Q1,0,2880.9,Moderate,High,6,Regular
CUST-02135,ORD-0006884,2020-01-09,Rivers,Furniture,Chairs,Home Office,1,29603.96,0.16,21126.27,8477.69,0.29,2020,1,January,2020Q1,0,29603.96,High,High,2,Occasional
CUST-04678,ORD-0014834,2020-01-09,Lagos,Furniture,Chairs,Corporate,1,23286.9,0.11,16628.23,6658.67,0.29,2020,1,January,2020Q1,0,23286.9,Moderate,High,18,Loyal
CUST-01865,ORD-0006005,2020-01-09,Delta,Technology,Accessories,Consumer,1,18724.91,0.17,14026.88,4698.02,0.25,2020,1,January,2020Q1,0,18724.91,High,Medium,17,Loyal
CUST-06446,ORD-0020583,2020-01-09,Kano,Furniture,Chairs,Corporate,5,117701.33,0.16,72335.49,45365.84,0.39,2020,1,January,2020Q1,0,23540.27,High,High,2,Occasional
CUST-04625,ORD-0014656,2020-01-09,Enugu,Office Supplies,Paper,Corporate,1,26076.1,0.18,14713.04,11363.07,0.44,2020,1,January,2020Q1,0,26076.1,High,High,11,Loyal
CUST-04762,ORD-0015108,2020-01-09,Anambra,Technology,Laptops,Corporate,4,54133.31,0.14,32373.79,21759.52,0.4,2020,1,January,2020Q1,0,13533.33,Moderate,High,9,Loyal
CUST-02472,ORD-0007914,2020-01-09,Kano,Office Supplies,Binders,Corporate,4,42576.07,0.06,24162.08,18413.99,0.43,2020,1,January,2020Q1,0,10644.02,Moderate,High,11,Loyal
CUST-02365,ORD-0007599,2020-01-09,Anambra,Furniture,Tables,Corporate,2,55091.89,0.1,34746.52,20345.38,0.37,2020,1,January,2020Q1,0,27545.94,Moderate,High,2,Occasional
CUST-00852,ORD-0002772,2020-01-10,Kano,Technology,Laptops,Corporate,2,42664.64,0.17,30082.19,12582.45,0.29,2020,1,January,2020Q1,0,21332.32,High,High,3,Occasional
CUST-00685,ORD-0002197,2020-01-10,Oyo,Office Supplies,Paper,Home Office,1,40747.5,0.03,25454.48,15293.02,0.38,2020,1,January,2020Q1,0,40747.5,No/Low,High,15,Loyal
CUST-07970,ORD-0025344,2020-01-10,Abuja,Furniture,Shelves,Home Office,2,109582.2,0.08,77333.69,32248.51,0.29,2020,1,January,2020Q1,0,54791.1,Moderate,High,6,Regular
CUST-01277,ORD-0004149,2020-01-10,Ogun,Office Supplies,Pens,Consumer,2,48580.46,0.13,32753.49,15826.97,0.33,2020,1,January,2020Q1,0,24290.23,Moderate,High,1,One-Time
CUST-01670,ORD-0005398,2020-01-10,Rivers,Office Supplies,Pens,Corporate,2,43171.84,0.05,27506.74,15665.1,0.36,2020,1,January,2020Q1,0,21585.92,No/Low,High,6,Regular
CUST-01197,ORD-0003896,2020-01-10,Kaduna,Office Supplies,Binders,Home Office,1,27408.72,0.16,18057.39,9351.33,0.34,2020,1,January,2020Q1,0,27408.72,High,High,16,Loyal
CUST-07384,ORD-0023692,2020-01-10,Rivers,Office Supplies,Paper,Consumer,3,115950.51,0.2,63851.38,52099.13,0.45,2020,1,January,2020Q1,0,38650.17,High,High,2,Occasional
CUST-07220,ORD-0023133,2020-01-10,Oyo,Furniture,Shelves,Consumer,2,36251.83,0.11,26607.59,9644.24,0.27,2020,1,January,2020Q1,0,18125.92,Moderate,High,14,Loyal
CUST-01542,ORD-0004961,2020-01-11,Kaduna,Technology,Phones,Home Office,2,63979.99,0.11,47551.04,16428.96,0.26,2020,1,January,2020Q1,0,31990.0,Moderate,High,1,One-Time
CUST-05810,ORD-0018606,2020-01-11,Anambra,Furniture,Chairs,Home Office,3,38829.02,0.19,28615.54,10213.48,0.26,2020,1,January,2020Q1,0,12943.01,High,High,1,One-Time
CUST-01952,ORD-0006252,2020-01-11,Kaduna,Office Supplies,Binders,Corporate,1,27395.11,0.1,18550.7,8844.41,0.32,2020,1,January,2020Q1,0,27395.11,Moderate,High,1,One-Time
CUST-01862,ORD-0005996,2020-01-11,Kano,Technology,Phones,Corporate,1,23841.14,0.12,17186.89,6654.25,0.28,2020,1,January,2020Q1,0,23841.14,Moderate,High,2,Occasional
CUST-01420,ORD-0004565,2020-01-11,Ogun,Technology,Phones,Home Office,3,60504.22,0.01,37544.2,22960.03,0.38,2020,1,January,2020Q1,0,20168.07,No/Low,High,18,Loyal
CUST-01033,ORD-0003323,2020-01-11,Anambra,Office Supplies,Paper,Corporate,3,74103.63,0.03,46290.48,27813.16,0.38,2020,1,January,2020Q1,0,24701.21,No/Low,High,1,One-Time
CUST-01630,ORD-0005224,2020-01-11,Enugu,Office Supplies,Pens,Consumer,2,30550.92,0.12,16997.01,13553.92,0.44,2020,1,January,2020Q1,0,15275.46,Moderate,High,1,One-Time
CUST-04326,ORD-0013761,2020-01-11,Kaduna,Office Supplies,Paper,Home Office,4,140263.63,0.18,88749.27,51514.35,0.37,2020,1,January,2020Q1,0,35065.91,High,High,14,Loyal
CUST-02483,ORD-0007968,2020-01-11,Enugu,Technology,Accessories,Home Office,4,95972.31,0.03,53670.23,42302.09,0.44,2020,1,January,2020Q1,0,23993.08,No/Low,High,13,Loyal
CUST-07463,ORD-0023876,2020-01-11,Ogun,Technology,Laptops,Home Office,4,50420.07,0.14,28144.66,22275.41,0.44,2020,1,January,2020Q1,0,12605.02,Moderate,High,16,Loyal
CUST-07325,ORD-0023491,2020-01-12,Oyo,Furniture,Chairs,Corporate,1,31377.69,0.06,17418.1,13959.59,0.44,2020,1,January,2020Q1,0,31377.69,Moderate,High,1,One-Time
CUST-04434,ORD-0014051,2020-01-12,Ogun,Furniture,Tables,Corporate,2,88347.45,0.15,51602.49,36744.95,0.42,2020,1,January,2020Q1,0,44173.72,Moderate,High,8,Loyal
CUST-04946,ORD-0015737,2020-01-12,Enugu,Furniture,Tables,Consumer,5,73165.91,0.07,46497.05,26668.86,0.36,2020,1,January,2020Q1,0,14633.18,Moderate,High,14,Loyal
CUST-03915,ORD-0012492,2020-01-12,Kaduna,Office Supplies,Binders,Corporate,5,275797.17,0.06,195842.11,79955.06,0.29,2020,1,January,2020Q1,0,55159.43,Moderate,High,13,Loyal
CUST-00490,ORD-0001624,2020-01-12,Enugu,Technology,Accessories,Consumer,3,122398.34,0.0,75590.95,46807.38,0.38,2020,1,January,2020Q1,0,40799.45,No/Low,High,5,Regular
CUST-04974,ORD-0015832,2020-01-12,Kano,Office Supplies,Pens,Home Office,5,124289.22,0.1,79970.74,44318.49,0.36,2020,1,January,2020Q1,0,24857.84,Moderate,High,3,Occasional
